team_name,team,mascot,league,resource,resource_path
Grand Valley St Lakers,Grand Valley St ,Lakers,ncaab, team://ncaa_basketball/grand_valley_st_lakers,/ncaa_basketball/grand_valley_st_lakers
Grand View Vikings,Grand View Vikings,Grand View Vikings,ncaab, team://ncaa_basketball/grand_view_vikings,/ncaa_basketball/grand_view_vikings
Great Falls Argonauts,Great Falls Argonauts,Great Falls Argonauts,ncaab, team://ncaa_basketball/great_falls_argonauts,/ncaa_basketball/great_falls_argonauts
Green Mountain Eagles,Green Mountain Eagles,Green Mountain Eagles,ncaab, team://ncaa_basketball/green_mountain_eagles,/ncaa_basketball/green_mountain_eagles
Greensboro Pride,Greensboro,Pride,ncaab, team://ncaa_basketball/greensboro_pride,/ncaa_basketball/greensboro_pride
Greenville Panthers,Greenville,Panthers,ncaab, team://ncaa_basketball/greenville_panthers,/ncaa_basketball/greenville_panthers
Grinnell Pioneers,Grinnell,Pioneers,ncaab, team://ncaa_basketball/grinnell_pioneers,/ncaa_basketball/grinnell_pioneers
Grove City Wolverines,Grove City Wolverines,Grove City Wolverines,ncaab, team://ncaa_basketball/grove_city_wolverines,/ncaa_basketball/grove_city_wolverines
Guilford Quakers,Guilford,Quakers,ncaab, team://ncaa_basketball/guilford_quakers,/ncaa_basketball/guilford_quakers
Gustavus Adolphus Golden Gusties,Gustavus Adolphus Golden Gusties,Gustavus Adolphus Golden Gusties,ncaab, team://ncaa_basketball/gustavus_adolphus_golden_gusties,/ncaa_basketball/gustavus_adolphus_golden_gusties
Hamilton Continentals,Hamilton,Continentals,ncaab, team://ncaa_basketball/hamilton_continentals,/ncaa_basketball/hamilton_continentals
Hamline Pipers,Hamline,Pipers,ncaab, team://ncaa_basketball/hamline_pipers,/ncaa_basketball/hamline_pipers
Hampden Sydney Tigers,Hampden Sydney Tigers,Hampden Sydney Tigers,ncaab, team://ncaa_basketball/hampden_sydney_tigers,/ncaa_basketball/hampden_sydney_tigers
Hampton Pirates,Hampton,Pirates,ncaab, team://ncaa_basketball/hampton_pirates,/ncaa_basketball/hampton_pirates
Hanover Panthers,Hanover,Panthers,ncaab, team://ncaa_basketball/hanover_panthers,/ncaa_basketball/hanover_panthers
Harding Bison,Harding,Bison,ncaab, team://ncaa_basketball/harding_bison,/ncaa_basketball/harding_bison
Hardin Simmons Cowboys,Hardin Simmons Cowboys,Hardin Simmons Cowboys,ncaab, team://ncaa_basketball/hardin_simmons_cowboys,/ncaa_basketball/hardin_simmons_cowboys
Harris-Stowe Hornets,Harris-Stowe Hornets,Harris-Stowe Hornets,ncaab, team://ncaa_basketball/harris_stowe_hornets,/ncaa_basketball/harris_stowe_hornets
Hartford Hawks,Hartford,Hawks,ncaab, team://ncaa_basketball/hartford_hawks,/ncaa_basketball/hartford_hawks
Hartwick Hawks,Hartwick,Hawks,ncaab, team://ncaa_basketball/hartwick_hawks,/ncaa_basketball/hartwick_hawks
Harvard Crimson,Harvard,Crimson,ncaab, team://ncaa_basketball/harvard_crimson,/ncaa_basketball/harvard_crimson
Haskell Indians,Haskell,Indians,ncaab, team://ncaa_basketball/haskell_indians,/ncaa_basketball/haskell_indians
Hastings Broncos,Hastings,Broncos,ncaab, team://ncaa_basketball/hastings_broncos,/ncaa_basketball/hastings_broncos
Haverford Black Squirrels,Haverford Black Squirrels,Haverford Black Squirrels,ncaab, team://ncaa_basketball/haverford_black_squirrels,/ncaa_basketball/haverford_black_squirrels
Hawaii Admirals,Hawaii,Admirals,ncaab, team://ncaa_basketball/hawaii_admirals,/ncaa_basketball/hawaii_admirals
Hawaii Hilo,Hawaii Hilo,Hawaii Hilo,ncaab, team://ncaa_basketball/hawaii_hilo,/ncaa_basketball/hawaii_hilo
Hawaii Loa,Hawaii Loa,Hawaii Loa,ncaab, team://ncaa_basketball/hawaii_loa,/ncaa_basketball/hawaii_loa
Hawaii Pacific Sea Warriors,Hawaii Pacific ,Sea Warriors,ncaab, team://ncaa_basketball/hawaii_pacific_sea_warriors,/ncaa_basketball/hawaii_pacific_sea_warriors
Hawaii Warriors,Hawaii,Warriors,ncaab, team://ncaa_basketball/hawaii_warriors,/ncaa_basketball/hawaii_warriors
Heidelberg Student Princes,Heidelberg Student Princes,Heidelberg Student Princes,ncaab, team://ncaa_basketball/heidelberg_student_princes,/ncaa_basketball/heidelberg_student_princes
Henderson St Reddies,Henderson St ,Reddies,ncaab, team://ncaa_basketball/henderson_st_reddies,/ncaa_basketball/henderson_st_reddies
High Point,High Point,High Point,ncaab, team://ncaa_basketball/high_point,/ncaa_basketball/high_point
High Point Panthers,High Point Panthers,High Point Panthers,ncaab, team://ncaa_basketball/high_point_panthers,/ncaa_basketball/high_point_panthers
Hillsdale Chargers,Hillsdale,Chargers,ncaab, team://ncaa_basketball/hillsdale_chargers,/ncaa_basketball/hillsdale_chargers
Hiram Terriers,Hiram,Terriers,ncaab, team://ncaa_basketball/hiram_terriers,/ncaa_basketball/hiram_terriers
Hobart Statesmen,Hobart,Statesmen,ncaab, team://ncaa_basketball/hobart_statesmen,/ncaa_basketball/hobart_statesmen
Hofstra Flying Dutchmen,Hofstra Flying Dutchmen,Hofstra Flying Dutchmen,ncaab, team://ncaa_basketball/hofstra_flying_dutchmen,/ncaa_basketball/hofstra_flying_dutchmen
Holy Cross Saints,Holy Cross ,Saints,ncaab, team://ncaa_basketball/holy_cross_saints,/ncaa_basketball/holy_cross_saints
Holy Names,Holy Names,Holy Names,ncaab, team://ncaa_basketball/holy_names,/ncaa_basketball/holy_names
Hope College Flying Dutchmen,Hope College Flying Dutchmen,Hope College Flying Dutchmen,ncaab, team://ncaa_basketball/hope_college_flying_dutchmen,/ncaa_basketball/hope_college_flying_dutchmen
Hope International University,Hope International University,Hope International University,ncaab, team://ncaa_basketball/hope_international_university,/ncaa_basketball/hope_international_university
Houghton Highlanders,Houghton,Highlanders,ncaab, team://ncaa_basketball/houghton_highlanders,/ncaa_basketball/houghton_highlanders
Houston Baptist Huskies,Houston Baptist ,Huskies,ncaab, team://ncaa_basketball/houston_baptist_huskies,/ncaa_basketball/houston_baptist_huskies
Houston Cougars,Houston,Cougars,ncaab, team://ncaa_basketball/houston_cougars,/ncaa_basketball/houston_cougars
Howard Bison,Howard,Bison,ncaab, team://ncaa_basketball/howard_bison,/ncaa_basketball/howard_bison
Howard Payne Yellow Jackets,Howard Payne Yellow Jackets,Howard Payne Yellow Jackets,ncaab, team://ncaa_basketball/howard_payne_yellow_jackets,/ncaa_basketball/howard_payne_yellow_jackets
Humboldt St Lumberjacks,Humboldt St ,Lumberjacks,ncaab, team://ncaa_basketball/humboldt_st_lumberjacks,/ncaa_basketball/humboldt_st_lumberjacks
Huntingdon Hawks,Huntingdon,Hawks,ncaab, team://ncaa_basketball/huntingdon_hawks,/ncaa_basketball/huntingdon_hawks
Huntington IN Foresters,Huntington IN Foresters,Huntington IN Foresters,ncaab, team://ncaa_basketball/huntington_in_foresters,/ncaa_basketball/huntington_in_foresters
Huron,Huron,Huron,ncaab, team://ncaa_basketball/huron,/ncaa_basketball/huron
Husson Eagles,Husson,Eagles,ncaab, team://ncaa_basketball/husson_eagles,/ncaa_basketball/husson_eagles
Huston Tillot Rams,Huston Tillot Rams,Huston Tillot Rams,ncaab, team://ncaa_basketball/huston_tillot_rams,/ncaa_basketball/huston_tillot_rams
Idaho St Bengals,Idaho St ,Bengals,ncaab, team://ncaa_basketball/idaho_st_bengals,/ncaa_basketball/idaho_st_bengals
Idaho Vandals,Idaho,Vandals,ncaab, team://ncaa_basketball/idaho_vandals,/ncaa_basketball/idaho_vandals
Illinois-Chicago Flames,Illinois-Chicago Flames,Illinois-Chicago Flames,ncaab, team://ncaa_basketball/illinois_chicago_flames,/ncaa_basketball/illinois_chicago_flames
Illinois College Blueboys,Illinois College ,Blueboys,ncaab, team://ncaa_basketball/illinois_college_blueboys,/ncaa_basketball/illinois_college_blueboys
Illinois Illini,Illinois,Illini,ncaab, team://ncaa_basketball/illinois_illini,/ncaa_basketball/illinois_illini
Illinois Springfield Prairie Stars,Illinois Springfield Prairie Stars,Illinois Springfield Prairie Stars,ncaab, team://ncaa_basketball/illinois_springfield_prairie_stars,/ncaa_basketball/illinois_springfield_prairie_stars
Illinois St Redbirds,Illinois St ,Redbirds,ncaab, team://ncaa_basketball/illinois_st_redbirds,/ncaa_basketball/illinois_st_redbirds
Illinois Tech Scarlet Hawks,Illinois Tech Scarlet Hawks,Illinois Tech Scarlet Hawks,ncaab, team://ncaa_basketball/illinois_tech_scarlet_hawks,/ncaa_basketball/illinois_tech_scarlet_hawks
Illinois Wesleyan Titans,Illinois Wesleyan Titans,Illinois Wesleyan Titans,ncaab, team://ncaa_basketball/illinois_wesleyan_titans,/ncaa_basketball/illinois_wesleyan_titans
Incarnate Cardinals,Incarnate,Cardinals,ncaab, team://ncaa_basketball/incarnate_cardinals,/ncaa_basketball/incarnate_cardinals
Indiana East Pioneers,Indiana East Pioneers,Indiana East Pioneers,ncaab, team://ncaa_basketball/indiana_east_pioneers,/ncaa_basketball/indiana_east_pioneers
Indiana Hoosiers,Indiana,Hoosiers,ncaab, team://ncaa_basketball/indiana_hoosiers,/ncaa_basketball/indiana_hoosiers
Indiana PA Crimson Hawks,Indiana PA Crimson Hawks,Indiana PA Crimson Hawks,ncaab, team://ncaa_basketball/indiana_pa_crimson_hawks,/ncaa_basketball/indiana_pa_crimson_hawks
Indianapolis Greyhounds,Indianapolis,Greyhounds,ncaab, team://ncaa_basketball/indianapolis_greyhounds,/ncaa_basketball/indianapolis_greyhounds
Indiana South Bend Titans,Indiana South Bend ,Titans,ncaab, team://ncaa_basketball/indiana_south_bend_titans,/ncaa_basketball/indiana_south_bend_titans
Indiana State Sycamores,Indiana State ,Sycamores,ncaab, team://ncaa_basketball/indiana_state_sycamores,/ncaa_basketball/indiana_state_sycamores
Indiana Tech Warriors,Indiana Tech ,Warriors,ncaab, team://ncaa_basketball/indiana_tech_warriors,/ncaa_basketball/indiana_tech_warriors
Indiana University Northwest Redhawks,Indiana University Northwest ,Redhawks,ncaab, team://ncaa_basketball/indiana_university_northwest_redhawks,/ncaa_basketball/indiana_university_northwest_redhawks
Indiana Wesleyan Wildcats,Indiana Wesleyan Wildcats,Indiana Wesleyan Wildcats,ncaab, team://ncaa_basketball/indiana_wesleyan_wildcats,/ncaa_basketball/indiana_wesleyan_wildcats
Ind Southeast Grenadiers,Ind Southeast Grenadiers,Ind Southeast Grenadiers,ncaab, team://ncaa_basketball/ind_southeast_grenadiers,/ncaa_basketball/ind_southeast_grenadiers
Iona Gaels,Iona,Gaels,ncaab, team://ncaa_basketball/iona_gaels,/ncaa_basketball/iona_gaels
Iowa Hawkeyes,Iowa,Hawkeyes,ncaab, team://ncaa_basketball/iowa_hawkeyes,/ncaa_basketball/iowa_hawkeyes
Iowa St Cyclones,Iowa St ,Cyclones,ncaab, team://ncaa_basketball/iowa_st_cyclones,/ncaa_basketball/iowa_st_cyclones
Iowa Wesleyan Tigers,Iowa Wesleyan Tigers,Iowa Wesleyan Tigers,ncaab, team://ncaa_basketball/iowa_wesleyan_tigers,/ncaa_basketball/iowa_wesleyan_tigers
IPFW Mastodons,IPFW,Mastodons,ncaab, team://ncaa_basketball/ipfw_mastodons,/ncaa_basketball/ipfw_mastodons
Ithaca College Bombers,Ithaca College Bombers,Ithaca College Bombers,ncaab, team://ncaa_basketball/ithaca_college_bombers,/ncaa_basketball/ithaca_college_bombers
IUPUI Jaguars,IUPUI,Jaguars,ncaab, team://ncaa_basketball/iupui_jaguars,/ncaa_basketball/iupui_jaguars
Jackson St Tigers,Jackson St ,Tigers,ncaab, team://ncaa_basketball/jackson_st_tigers,/ncaa_basketball/jackson_st_tigers
Jacksonville Dolphins,Jacksonville,Dolphins,ncaab, team://ncaa_basketball/jacksonville_dolphins,/ncaa_basketball/jacksonville_dolphins
Jacksonville St Gamecocks,Jacksonville St ,Gamecocks,ncaab, team://ncaa_basketball/jacksonville_st_gamecocks,/ncaa_basketball/jacksonville_st_gamecocks
James Madison University Dukes,James Madison University ,Dukes,ncaab, team://ncaa_basketball/james_madison_university_dukes,/ncaa_basketball/james_madison_university_dukes
Jamestown Jimmies,Jamestown,Jimmies,ncaab, team://ncaa_basketball/jamestown_jimmies,/ncaa_basketball/jamestown_jimmies
Japan Nationals,Japan,Nationals,ncaab, team://ncaa_basketball/japan_nationals,/ncaa_basketball/japan_nationals
Jarvis Christian Knights,Jarvis Christian Knights,Jarvis Christian Knights,ncaab, team://ncaa_basketball/jarvis_christian_knights,/ncaa_basketball/jarvis_christian_knights
John Brown Golden Eagles,John Brown Golden Eagles,John Brown Golden Eagles,ncaab, team://ncaa_basketball/john_brown_golden_eagles,/ncaa_basketball/john_brown_golden_eagles
John Carroll Blue Streaks,John Carroll Blue Streaks,John Carroll Blue Streaks,ncaab, team://ncaa_basketball/john_carroll_blue_streaks,/ncaa_basketball/john_carroll_blue_streaks
John Jay Bloodhounds,John Jay Bloodhounds,John Jay Bloodhounds,ncaab, team://ncaa_basketball/john_jay_bloodhounds,/ncaa_basketball/john_jay_bloodhounds
Johns Hopkins Blue Jays,Johns Hopkins Blue Jays,Johns Hopkins Blue Jays,ncaab, team://ncaa_basketball/johns_hopkins_blue_jays,/ncaa_basketball/johns_hopkins_blue_jays
Johnson C Smith Golden Bulls,Johnson C Smith Golden Bulls,Johnson C Smith Golden Bulls,ncaab, team://ncaa_basketball/johnson_c_smith_golden_bulls,/ncaa_basketball/johnson_c_smith_golden_bulls
Johnson & Wales,Johnson & Wales,Johnson & Wales,ncaab, team://ncaa_basketball/johnson_wales,/ncaa_basketball/johnson_wales
Juniata Eagles,Juniata,Eagles,ncaab, team://ncaa_basketball/juniata_eagles,/ncaa_basketball/juniata_eagles
Kalamazoo Hornets,Kalamazoo,Hornets,ncaab, team://ncaa_basketball/kalamazoo_hornets,/ncaa_basketball/kalamazoo_hornets
Kansas Jayhawks,Kansas,Jayhawks,ncaab, team://ncaa_basketball/kansas_jayhawks,/ncaa_basketball/kansas_jayhawks
Kansas St Wildcats,Kansas St ,Wildcats,ncaab, team://ncaa_basketball/kansas_st_wildcats,/ncaa_basketball/kansas_st_wildcats
Kansas Wesleyan Coyotes,Kansas Wesleyan Coyotes,Kansas Wesleyan Coyotes,ncaab, team://ncaa_basketball/kansas_wesleyan_coyotes,/ncaa_basketball/kansas_wesleyan_coyotes
Kean University Cougars,Kean University Cougars,Kean University Cougars,ncaab, team://ncaa_basketball/kean_university_cougars,/ncaa_basketball/kean_university_cougars
Keene St Owls,Keene St ,Owls,ncaab, team://ncaa_basketball/keene_st_owls,/ncaa_basketball/keene_st_owls
Kendall College Vikings,Kendall College Vikings,Kendall College Vikings,ncaab, team://ncaa_basketball/kendall_college_vikings,/ncaa_basketball/kendall_college_vikings
Kennesaw St Owls,Kennesaw St ,Owls,ncaab, team://ncaa_basketball/kennesaw_st_owls,/ncaa_basketball/kennesaw_st_owls
Kent St Golden Flashes,Kent St Golden Flashes,Kent St Golden Flashes,ncaab, team://ncaa_basketball/kent_st_golden_flashes,/ncaa_basketball/kent_st_golden_flashes
Kentucky St Thorobreds,Kentucky St ,Thorobreds,ncaab, team://ncaa_basketball/kentucky_st_thorobreds,/ncaa_basketball/kentucky_st_thorobreds
Kentucky Wildcats,Kentucky,Wildcats,ncaab, team://ncaa_basketball/kentucky_wildcats,/ncaa_basketball/kentucky_wildcats
Kenyon Ladies,Kenyon,Ladies,ncaab, team://ncaa_basketball/kenyon_ladies,/ncaa_basketball/kenyon_ladies
Keuka College Storm,Keuka College Storm,Keuka College Storm,ncaab, team://ncaa_basketball/keuka_college_storm,/ncaa_basketball/keuka_college_storm
King College TN Tornado,King College TN Tornado,King College TN Tornado,ncaab, team://ncaa_basketball/king_college_tn_tornado,/ncaa_basketball/king_college_tn_tornado
Kings PA Monarchs,Kings PA Monarchs,Kings PA Monarchs,ncaab, team://ncaa_basketball/kings_pa_monarchs,/ncaa_basketball/kings_pa_monarchs
Knox Prairie Fire,Knox Prairie Fire,Knox Prairie Fire,ncaab, team://ncaa_basketball/knox_prairie_fire,/ncaa_basketball/knox_prairie_fire
Knoxville Bulldogs,Knoxville,Bulldogs,ncaab, team://ncaa_basketball/knoxville_bulldogs,/ncaa_basketball/knoxville_bulldogs
Kutztown St Golden Bears,Kutztown St Golden Bears,Kutztown St Golden Bears,ncaab, team://ncaa_basketball/kutztown_st_golden_bears,/ncaa_basketball/kutztown_st_golden_bears
KY Christian Knights,KY Christian Knights,KY Christian Knights,ncaab, team://ncaa_basketball/ky_christian_knights,/ncaa_basketball/ky_christian_knights
KY Wesleyan Panthers,KY Wesleyan Panthers,KY Wesleyan Panthers,ncaab, team://ncaa_basketball/ky_wesleyan_panthers,/ncaa_basketball/ky_wesleyan_panthers
Lafayette Leopards,Lafayette,Leopards,ncaab, team://ncaa_basketball/lafayette_leopards,/ncaa_basketball/lafayette_leopards
LaGrange Panthers,LaGrange,Panthers,ncaab, team://ncaa_basketball/lagrange_panthers,/ncaa_basketball/lagrange_panthers
Lake Forest Foresters,Lake Forest Foresters,Lake Forest Foresters,ncaab, team://ncaa_basketball/lake_forest_foresters,/ncaa_basketball/lake_forest_foresters
Lakeland Muskies,Lakeland,Muskies,ncaab, team://ncaa_basketball/lakeland_muskies,/ncaa_basketball/lakeland_muskies
Lake Superior Lakers,Lake Superior Lakers,Lake Superior Lakers,ncaab, team://ncaa_basketball/lake_superior_lakers,/ncaa_basketball/lake_superior_lakers
Lamar Cardinals,Lamar,Cardinals,ncaab, team://ncaa_basketball/lamar_cardinals,/ncaa_basketball/lamar_cardinals
Lambuth Eagles,Lambuth,Eagles,ncaab, team://ncaa_basketball/lambuth_eagles,/ncaa_basketball/lambuth_eagles
Lander Bearcats,Lander,Bearcats,ncaab, team://ncaa_basketball/lander_bearcats,/ncaa_basketball/lander_bearcats
Lane College Dragons,Lane College Dragons,Lane College Dragons,ncaab, team://ncaa_basketball/lane_college_dragons,/ncaa_basketball/lane_college_dragons
Langston Lions,Langston,Lions,ncaab, team://ncaa_basketball/langston_lions,/ncaa_basketball/langston_lions
LaRoche Red Hawks,LaRoche Red Hawks,LaRoche Red Hawks,ncaab, team://ncaa_basketball/laroche_red_hawks,/ncaa_basketball/laroche_red_hawks
La Salle Explorers,La Salle Explorers,La Salle Explorers,ncaab, team://ncaa_basketball/la_salle_explorers,/ncaa_basketball/la_salle_explorers
Lasell Lasers,Lasell,Lasers,ncaab, team://ncaa_basketball/lasell_lasers,/ncaa_basketball/lasell_lasers
La Verne Leopards,La Verne Leopards,La Verne Leopards,ncaab, team://ncaa_basketball/la_verne_leopards,/ncaa_basketball/la_verne_leopards
Lawrence Vikings,Lawrence,Vikings,ncaab, team://ncaa_basketball/lawrence_vikings,/ncaa_basketball/lawrence_vikings
Lees-Mcrae College Bobcats,Lees-Mcrae College Bobcats,Lees-Mcrae College Bobcats,ncaab, team://ncaa_basketball/lees_mcrae_college_bobcats,/ncaa_basketball/lees_mcrae_college_bobcats
Lee University Flames,Lee University Flames,Lee University Flames,ncaab, team://ncaa_basketball/lee_university_flames,/ncaa_basketball/lee_university_flames
Lehigh Engineers,Lehigh,Engineers,ncaab, team://ncaa_basketball/lehigh_engineers,/ncaa_basketball/lehigh_engineers
Le Moyne Dolphins,Le Moyne Dolphins,Le Moyne Dolphins,ncaab, team://ncaa_basketball/le_moyne_dolphins,/ncaa_basketball/le_moyne_dolphins
LeMoyne Owen Magicians,LeMoyne Owen Magicians,LeMoyne Owen Magicians,ncaab, team://ncaa_basketball/lemoyne_owen_magicians,/ncaa_basketball/lemoyne_owen_magicians
Lenoir-Rhyne Bears,Lenoir-Rhyne Bears,Lenoir-Rhyne Bears,ncaab, team://ncaa_basketball/lenoir_rhyne_bears,/ncaa_basketball/lenoir_rhyne_bears
Lethbridge,Lethbridge,Lethbridge,ncaab, team://ncaa_basketball/lethbridge,/ncaa_basketball/lethbridge
Le Tourneau Yellow Jackets,Le Tourneau Yellow Jackets,Le Tourneau Yellow Jackets,ncaab, team://ncaa_basketball/le_tourneau_yellow_jackets,/ncaa_basketball/le_tourneau_yellow_jackets
